%time,field.x,field.y,field.z,field.w
1607271205755992889,0.0594456717372,0.077680952847,-0.99183768034,-0.0817916467786
1607271205761528968,0.0586248449981,0.0770583152771,-0.991860747337,-0.0826891437173
1607271205765893936,0.0577862001956,0.0764939561486,-0.991878330708,-0.0835877284408
1607271205770817041,0.0569068007171,0.0759966522455,-0.991890788078,-0.0844912454486
1607271205780010938,0.0562641322613,0.0757736340165,-0.991870105267,-0.085360378027
1607271205780880928,0.0554585680366,0.0754515007138,-0.991867125034,-0.0862034931779
1607271205786015033,0.0547002404928,0.0752398148179,-0.991856575012,-0.0869909599423
1607271205794651031,0.0540398173034,0.0751471891999,-0.991835713387,-0.0877181887627
1607271205795977115,0.0534723587334,0.0751690715551,-0.991806924343,-0.0883704945445
1607271205800682067,0.0530708655715,0.0752987638116,-0.991768658161,-0.088930003345
1607271205805929899,0.0528328679502,0.075515575707,-0.99172604084,-0.0893616080284
1607271205813622951,0.0527308806777,0.0755723789334,-0.99169075489,-0.0897647067904
1607271205815807104,0.0528757460415,0.0759569704533,-0.99163210392,-0.0900020971894
1607271205820818901,0.0531779751182,0.0764113664627,-0.991569459438,-0.0901303067803
1607271205840641975,0.0536311939359,0.0769200623035,-0.991503417492,-0.0901559442282
1607271205841008901,0.0542010441422,0.0774689465761,-0.991434395313,-0.0901035368443
1607271205841258049,0.0548340827227,0.0780400708318,-0.99136453867,-0.0899967998266
1607271205841804027,0.0554997473955,0.0786524489522,-0.99128985405,-0.0898775905371
1607271205855957984,0.0556801296771,0.078922919929,-0.991243600845,-0.0900399759412
1607271205856451988,0.0564685426652,0.0794790163636,-0.991169273853,-0.0898773148656
1607271205856864929,0.0572701357305,0.0799855962396,-0.991098999977,-0.0896954014897
1607271205863853931,0.0580791346729,0.0804623216391,-0.991026759148,-0.0895470902324
1607271205865916967,0.0588542185724,0.0808697193861,-0.990961313248,-0.0893983840942
1607271205870884895,0.0595567785203,0.0812398195267,-0.990902066231,-0.0892538502812
1607271205879585981,0.0602166727185,0.081560857594,-0.990847289562,-0.0891264677048
1607271205880666971,0.0607142150402,0.08185505867,-0.990795969963,-0.0890893116593
1607271205886065006,0.0612931139767,0.0820628479123,-0.990751922131,-0.0889919027686
1607271205905919075,0.0618157610297,0.0822163596749,-0.990713894367,-0.088912345469
1607271205906276941,0.0622882582247,0.0823126286268,-0.990680813789,-0.0888617858291
1607271205906394004,0.0627190843225,0.0823809579015,-0.990651071072,-0.088827252388
1607271205906629085,0.063057795167,0.0823987349868,-0.990629732609,-0.0888086631894
1607271205920569896,0.0634353235364,0.0825504511595,-0.990599215031,-0.088738873601
1607271205921075105,0.0636144205928,0.0825354084373,-0.990583837032,-0.0887962579727
1607271205921494960,0.0637102052569,0.0825131610036,-0.990570485592,-0.0888973921537
1607271205932394027,0.0637684687972,0.0824820399284,-0.990555465221,-0.0890514478087
1607271205932708978,0.0637754946947,0.0824433192611,-0.990542829037,-0.08922354877
1607271205935899019,0.0637037232518,0.0824085474014,-0.990529835224,-0.0894502475858
1607271205940912008,0.063541226089,0.082379065454,-0.990519046783,-0.0897124707699
1607271205949071884,0.0635013058782,0.0824690982699,-0.990497350693,-0.0898977667093
1607271205951050996,0.0631031543016,0.082462772727,-0.990489780903,-0.0902663841844
1607271205956140041,0.0626127794385,0.0824947953224,-0.99048012495,-0.090682990849
1607271205962661027,0.0620349869132,0.082531042397,-0.990473568439,-0.0911173224449
1607271205966052055,0.0613841935992,0.0825853720307,-0.990465581417,-0.0915947631001
1607271205973999023,0.060641169548,0.0826576128602,-0.990460216999,-0.092080950737
1607271205981657981,0.0601097419858,0.0827319696546,-0.990448057652,-0.0924925580621
1607271205982001066,0.0593333691359,0.0828540250659,-0.99043160677,-0.0930594950914
1607271205986017942,0.0585702955723,0.0829586982727,-0.990415632725,-0.0936181470752
1607271205996265888,0.057772770524,0.0830702409148,-0.99039888382,-0.0941901579499
1607271205996578931,0.0570063814521,0.0831525921822,-0.990381062031,-0.0947696268559
1607271206000961065,0.0562283918262,0.0832209140062,-0.990363121033,-0.0953600481153
1607271206006198883,0.0554682277143,0.0832673758268,-0.990346074104,-0.0959404408932
1607271206014646053,0.0547902956605,0.0832129791379,-0.990339457989,-0.0964442789555
1607271206015952110,0.054006729275,0.0831887871027,-0.990327835083,-0.0970243960619
1607271206021095991,0.0531950257719,0.0831222385168,-0.990319252014,-0.0976153537631
1607271206028768062,0.0523232258856,0.0830086395144,-0.990317702293,-0.0981975644827
1607271206031017065,0.051396291703,0.0828446224332,-0.990320384502,-0.0987962633371
1607271206035912036,0.0504380613565,0.0826251059771,-0.990329265594,-0.0993834659457
1607271206040918111,0.0494632162154,0.082370467484,-0.990340471268,-0.0999714061618
1607271206048726081,0.0484905987978,0.0821310281754,-0.990349292755,-0.100555472076
1607271206051009893,0.0476217567921,0.0817926079035,-0.990363299847,-0.101107425988
1607271206056058883,0.0468530617654,0.0814081579447,-0.990375161171,-0.101659432054
1607271206062339067,0.0461593642831,0.0810161978006,-0.990385830402,-0.102184832096
1607271206066195011,0.045524649322,0.0806003585458,-0.990394234657,-0.102715067565
1607271206071332931,0.0449366234243,0.0801943317056,-0.990402877331,-0.103207297623
1607271206093553066,0.044343598187,0.0799020007253,-0.990403473377,-0.103683933616
1607271206093926906,0.0439303889871,0.0795140564442,-0.990406930447,-0.104123942554
1607271206094048976,0.043615244329,0.0791604965925,-0.990403831005,-0.104554533958
1607271206104933977,0.0433943904936,0.0788568630815,-0.99039542675,-0.104954950511
1607271206105315923,0.0432368554175,0.0786061882973,-0.990382969379,-0.10532476753
1607271206105433940,0.0431559942663,0.0784140825272,-0.990363419056,-0.105683922768
1607271206105895996,0.0431288667023,0.0782882198691,-0.990339577198,-0.106011465192
1607271206119227886,0.0431868433952,0.0782293528318,-0.990310072899,-0.106306232512
1607271206119545936,0.0430848635733,0.0781830847263,-0.990282952785,-0.106633745134
1607271206121113061,0.0433363094926,0.0781920775771,-0.990245580673,-0.106872223318
1607271206130747079,0.0436396971345,0.0782221704721,-0.990208387375,-0.107070967555
1607271206131108999,0.0439838916063,0.0782834589481,-0.99017316103,-0.107211142778
1607271206135958909,0.0443525537848,0.0783677473664,-0.990136146545,-0.107339799404
1607271206140930891,0.0447303503752,0.0784312039614,-0.990105807781,-0.107416816056
1607271206145772933,0.0449150577188,0.0783019065857,-0.990094184875,-0.107541427016
1607271206150991916,0.0453620105982,0.0783457756042,-0.990071952343,-0.107525244355
1607271206156594991,0.0458175055683,0.0783947855234,-0.990052461624,-0.107476636767
1607271206161278009,0.0462952964008,0.078423909843,-0.99003726244,-0.107390709221
1607271206165841102,0.0467569418252,0.0784368664026,-0.990025818348,-0.107286334038
1607271206171091079,0.0472340621054,0.0784628987312,-0.990015089512,-0.107157252729
1607271206178800106,0.047664694488,0.078488253057,-0.989997804165,-0.107107840478
1607271206180866956,0.0481211133301,0.0785308405757,-0.989988446236,-0.106958724558
1607271206186096906,0.0485900975764,0.0785973146558,-0.989977061749,-0.106803759933
1607271206205825090,0.0490334741771,0.0786802619696,-0.989964127541,-0.106659129262
1607271206206187009,0.0494821630418,0.0787928104401,-0.989947080612,-0.106526829302
1607271206206304073,0.0499331057072,0.0789273232222,-0.989925920963,-0.106413602829
1607271206206758975,0.0504118688405,0.0790604054928,-0.989902079105,-0.106310449541
1607271206224276065,0.0509712584317,0.079193815589,-0.989871442318,-0.106230333447
1607271206224632978,0.0515052638948,0.0793338045478,-0.989837944508,-0.106180489063
1607271206224750995,0.0520303696394,0.0794845446944,-0.989802479744,-0.106142103672
1607271206231319904,0.0525651723146,0.0796251967549,-0.989765942097,-0.106113821268
1607271206231642961,0.053086169064,0.0797428116202,-0.989732325077,-0.106080055237
1607271206236016035,0.0536062605679,0.0798392742872,-0.989698112011,-0.10606507957
1607271206240935087,0.0541188791394,0.0798550769687,-0.989684760571,-0.105917185545
1607271206246315956,0.0545788295567,0.0798502638936,-0.989661753178,-0.105900093913
1607271206251107931,0.0550173744559,0.0798028409481,-0.989641785622,-0.105895116925
1607271206256237983,0.055424887687,0.0796853378415,-0.989628553391,-0.105895221233
1607271206261574983,0.0558192133904,0.079480625689,-0.989622473717,-0.105898201466
1607271206268162965,0.056166049093,0.0792165771127,-0.989620625973,-0.105930373073
1607271206271087884,0.0564443953335,0.0788820981979,-0.989628314972,-0.105959765613
1607271206294522047,0.0567496865988,0.0786050781608,-0.989633560181,-0.105953879654
1607271206294919967,0.0569082349539,0.0781808048487,-0.989651203156,-0.106017917395
1607271206295048952,0.05702502653,0.0777032747865,-0.989675045013,-0.106083996594
1607271206307317018,0.0570904575288,0.0772245228291,-0.989697039127,-0.106192208827
1607271206307708978,0.0571196563542,0.0767187848687,-0.989722192287,-0.106309078634
1607271206307823896,0.0571159571409,0.0762103721499,-0.989747464657,-0.106441177428
1607271206307924985,0.057097364217,0.0757019966841,-0.989773392677,-0.106572583318
1607271206317161083,0.0572723858058,0.0753449350595,-0.989778399467,-0.106684960425
1607271206317467927,0.0572573281825,0.0748531371355,-0.989801883698,-0.106821551919
1607271206321652889,0.0572203248739,0.074368648231,-0.989824831486,-0.106966994703
1607271206340112924,0.0571665391326,0.0739048197865,-0.989847302437,-0.107109665871
1607271206340492010,0.057121321559,0.0734321027994,-0.989871740341,-0.107232682407
1607271206340756893,0.0570956803858,0.0729740038514,-0.989894330502,-0.107350498438
1607271206341641902,0.0571175292134,0.0724729225039,-0.98992305994,-0.107412934303
1607271206355169057,0.0570724308491,0.0720529183745,-0.989946782589,-0.107500955462
1607271206355498075,0.0570056252182,0.0716409906745,-0.989975273609,-0.107549495995
1607271206355994939,0.0569498613477,0.0712552443147,-0.990003526211,-0.107575885952
1607271206363367080,0.0569201633334,0.0709002390504,-0.990032315254,-0.10756072402
1607271206366115093,0.0569248124957,0.070560336113,-0.990060031414,-0.107526637614
1607271206373990058,0.0569549947977,0.0702225342393,-0.990088582039,-0.107468627393
1607271206379395961,0.0569685138762,0.0698163881898,-0.990124344826,-0.107396826148
1607271206380850076,0.0570104420185,0.0694828778505,-0.990152359009,-0.107332438231
1607271206386025905,0.0570378191769,0.0691726356745,-0.990180194378,-0.107261665165
1607271206395477056,0.0570660680532,0.0688437148929,-0.990208864212,-0.107194162905
1607271206396270036,0.0570897907019,0.0685452222824,-0.990237891674,-0.107103712857
1607271206400933980,0.0571343228221,0.0682227835059,-0.99026632309,-0.107022672892
1607271206405901908,0.0571665763855,0.0679198130965,-0.990294635296,-0.106936790049
1607271206413398981,0.0571441650391,0.0675649791956,-0.990331590176,-0.106831438839
1607271206415812969,0.0571771301329,0.0673199892044,-0.990358412266,-0.106719233096
1607271206421097040,0.0572263859212,0.0670890286565,-0.990384340286,-0.10659814626
1607271206426904916,0.0572922304273,0.0668946132064,-0.990411162376,-0.106435663998
1607271206431044101,0.0573807246983,0.0667165368795,-0.990435123444,-0.106276921928
1607271206435997962,0.0574583932757,0.0665626525879,-0.990462005138,-0.1060802266
1607271206440896987,0.0575354360044,0.0664274543524,-0.99048769474,-0.105883516371
1607271206446770906,0.0575761608779,0.0662226676941,-0.990522623062,-0.105662629008
1607271206450869083,0.0576095469296,0.0661201328039,-0.99055147171,-0.105437360704
1607271206456132888,0.0576317198575,0.0660325139761,-0.990583062172,-0.105183027685
1607271206461429119,0.0576110482216,0.0659568533301,-0.990616619587,-0.104925997555
1607271206467453956,0.0575604364276,0.0658999457955,-0.99065297842,-0.104645326734
1607271206470943927,0.0574855618179,0.0658461675048,-0.990690112114,-0.104368939996
1607271206479057073,0.0573916211724,0.0658101737499,-0.990729272366,-0.104071184993
1607271206481067895,0.057260401547,0.0657550096512,-0.990770339966,-0.103786669672
1607271206486083984,0.0571006983519,0.0657531023026,-0.990811467171,-0.103483244777
1607271206506230115,0.0569305606186,0.0657790452242,-0.990849673748,-0.103194311261
1607271206506638050,0.0567392334342,0.0658224374056,-0.990887641907,-0.102906197309
1607271206506757020,0.05655567348,0.0658843517303,-0.99092233181,-0.102633431554
1607271206506912946,0.0563788861036,0.0659737586975,-0.990955650806,-0.102351628244
1607271206518954992,0.0563335008919,0.0660757869482,-0.990982353687,-0.102051883936
1607271206519340038,0.0561996847391,0.0661906525493,-0.991011500359,-0.101767778397
1607271206524988889,0.0560937076807,0.0663274526596,-0.991034388542,-0.101513944566
1607271206528420925,0.0560124032199,0.0664647370577,-0.991056859493,-0.101249322295
1607271206531085014,0.0559063516557,0.0666119456291,-0.991077780724,-0.101005963981
1607271206536006927,0.0557983480394,0.0667482241988,-0.99109941721,-0.100762829185
1607271206541459083,0.0556010045111,0.0668204054236,-0.99113714695,-0.100453183055
1607271206547763109,0.055446293205,0.0669390037656,-0.991165399551,-0.100180178881
1607271206551013946,0.0552514567971,0.0670186281204,-0.99119746685,-0.0999166890979
1607271206556018114,0.0550227351487,0.0670780017972,-0.991231918335,-0.0996612235904
1607271206561505079,0.0547690801322,0.0670917108655,-0.991269290447,-0.0994195789099
1607271206566121101,0.054491776973,0.0670851543546,-0.991308629513,-0.099184282124
1607271206571211099,0.0542117916048,0.0670370906591,-0.991348564625,-0.0989711433649
1607271206578536987,0.0539596378803,0.0670175775886,-0.991388678551,-0.0987198576331
1607271206581010103,0.0536352992058,0.0669348686934,-0.991429507732,-0.0985419675708
1607271206586126089,0.0533018149436,0.0668335184455,-0.9914701581,-0.0983826443553
1607271206594170093,0.0529647134244,0.066719032824,-0.991511702538,-0.0982234477997
1607271206596240043,0.0526203773916,0.0665998011827,-0.99155408144,-0.0980617105961
1607271206601147890,0.0522542148829,0.066479422152,-0.991598129272,-0.0978938117623
1607271206606132984,0.0518209300935,0.0663815736771,-0.991641521454,-0.0977515056729
1607271206612848043,0.0513792298734,0.0664025768638,-0.991680979729,-0.0975695922971
1607271206616005897,0.0508590303361,0.0663574263453,-0.991725504398,-0.0974195301533
1607271206621079921,0.050390984863,0.0663496181369,-0.991765499115,-0.097260646522
1607271206626708030,0.0499865747988,0.0663568750024,-0.99180328846,-0.097079358995
1607271206631190061,0.0496854111552,0.06639534235,-0.9918358922,-0.0968741476536
1607271206636373996,0.0494935549796,0.0664345771074,-0.991869628429,-0.0965995118022
1607271206641325950,0.0494523905218,0.0664032101631,-0.991903722286,-0.0962919518352
1607271206647255897,0.0494453310966,0.0663814395666,-0.991937816143,-0.0959585681558
1607271206651103019,0.0494822449982,0.0663092657924,-0.991974413395,-0.0956102386117
1607271206656128883,0.0494808070362,0.0662003830075,-0.992018580437,-0.0952283591032
1607271206661439895,0.0494513697922,0.0660611093044,-0.992067098618,-0.0948329791427
1607271206666060924,0.0493673011661,0.0658968389034,-0.992123305798,-0.0944025442004
1607271206671224117,0.0492254830897,0.0657487809658,-0.992180347443,-0.0939794629812
1607271206680519104,0.0488154515624,0.0656425058842,-0.992243111134,-0.0936044901609
1607271206681461095,0.0486173070967,0.0654824152589,-0.992303967476,-0.0931737199426
1607271206686125040,0.0484737381339,0.0653183460236,-0.992361307144,-0.0927519574761
1607271206694777965,0.0484197437763,0.0651434063911,-0.992412626743,-0.092352591455
1607271206696201086,0.0484412163496,0.064978338778,-0.992458999157,-0.0919590964913
1607271206701108932,0.048493206501,0.0648196712136,-0.992500245571,-0.0915977135301
1607271206706037998,0.0485531501472,0.0647208020091,-0.99253308773,-0.0912796631455
1607271206713855028,0.0487047955394,0.0647086575627,-0.99255245924,-0.0909957066178
1607271206716026067,0.0488281324506,0.0647320598364,-0.992569029331,-0.0907324180007
1607271206721034049,0.0489863492548,0.0648231729865,-0.992578327656,-0.0904799625278
1607271206727770090,0.0492534898221,0.0649751350284,-0.99257683754,-0.0902421846986
1607271206731440067,0.0495448261499,0.0651881620288,-0.992568492889,-0.0900195240974
1607271206736067056,0.0499060861766,0.0654690414667,-0.992550432682,-0.0898155197501
1607271206741699934,0.0501126423478,0.065649881959,-0.992556214333,-0.0895038843155
1607271206747025012,0.0504839941859,0.0660371109843,-0.99253153801,-0.0892837941647
1607271206752533912,0.050840370357,0.0664820149541,-0.992503404617,-0.0890641212463
1607271206756045103,0.0511706769466,0.0669818818569,-0.992474257946,-0.0888250097632
1607271206761826038,0.0514694750309,0.067509457469,-0.992443144321,-0.0886004716158
1607271206765892028,0.0517161078751,0.0680828094482,-0.992412626743,-0.0883599072695
1607271206779608964,0.05190128088,0.0686505362391,-0.992385804653,-0.0881129354239
1607271206780190944,0.0520201101899,0.0692296028137,-0.992362678051,-0.0878492668271
1607271206783416032,0.0519894808531,0.069699972868,-0.992355763912,-0.0875735133886
1607271206786287069,0.0518759302795,0.0702672973275,-0.992345094681,-0.0873075723648
1607271206794327020,0.0516456998885,0.0708471089602,-0.992339730263,-0.0870366245508
1607271206796060085,0.0513122789562,0.0713970214128,-0.99234354496,-0.0867398902774
1607271206801115989,0.0509020499885,0.0719180777669,-0.992353856564,-0.0864328891039
1607271206806008100,0.0503913126886,0.0723983719945,-0.992373943329,-0.0860995352268
1607271206813064098,0.0500271320343,0.0728607326746,-0.992387473583,-0.0857657939196
1607271206816005945,0.0493232049048,0.0732840448618,-0.992422521114,-0.0854066461325
1607271206821084022,0.0485152043402,0.0736553445458,-0.992464125156,-0.0850657224655
1607271206827995061,0.0476567149162,0.0739795491099,-0.992513537407,-0.0846924111247
1607271206831188917,0.0467342250049,0.0742477923632,-0.992567241192,-0.0843412727118
1607271206836071968,0.0457744151354,0.0744756162167,-0.992626368999,-0.0839707702398
1607271206841197013,0.0448008365929,0.0746636092663,-0.992688179016,-0.0835967436433
1607271206847362041,0.0441953390837,0.0749432966113,-0.992720901966,-0.0832797437906
