%time,field.x,field.y,field.z,field.w
1607271205126724958,0.0643900334835,0.0759669169784,-0.992824137211,-0.0662060454488
1607271205131484985,0.0644815564156,0.075904481113,-0.992842793465,-0.0659081116319
1607271205135945081,0.0645899400115,0.075817130506,-0.992862582207,-0.0656039640307
1607271205140800952,0.0646338164806,0.0757863596082,-0.992882668972,-0.0652908682823
1607271205152765035,0.0647563710809,0.0756670460105,-0.992904126644,-0.0649808868766
1607271205152928113,0.0648886337876,0.075549595058,-0.992924690247,-0.0646709278226
1607271205155853033,0.0650336518884,0.0754411816597,-0.992944538593,-0.0643472522497
1607271205164990901,0.0651962980628,0.0753164291382,-0.992963731289,-0.0640314072371
1607271205166338920,0.06536886096,0.075202152133,-0.992982268333,-0.0637017115951
1607271205190170049,0.065522313118,0.0750827491283,-0.99300211668,-0.0633745193481
1607271205190368890,0.065650574863,0.074971690774,-0.993021428585,-0.0630683451891
1607271205190546035,0.0657240599394,0.0748530626297,-0.993043661118,-0.0627830550075
1607271205190699100,0.0657655522227,0.0747450813651,-0.993066132069,-0.0625116303563
1607271205204185962,0.0657719448209,0.0746424868703,-0.993090689182,-0.0622375607491
1607271205204345941,0.0657522156835,0.0745712220669,-0.993115484715,-0.0619470998645
1607271205204612016,0.0657255500555,0.0745294392109,-0.993136942387,-0.0616813600063
1607271205205902099,0.0657087936997,0.0745196864009,-0.993156313896,-0.0613977722824
1607271205217932939,0.0657328292727,0.0745110362768,-0.993177294731,-0.0610428117216
1607271205218250989,0.065757766366,0.0745439678431,-0.993192911148,-0.0607214905322
1607271205220858097,0.0658122599125,0.0746012255549,-0.993206262589,-0.0603723675013
1607271205229290962,0.0658757016063,0.0746630132198,-0.993218243122,-0.0600283257663
1607271205230952978,0.0659388750792,0.0747159942985,-0.9932320714,-0.0596643649042
1607271205235551118,0.0659931898117,0.0747531875968,-0.993246734142,-0.0593114458025
1607271205240741968,0.0660073906183,0.0747770890594,-0.993264257908,-0.0589705109596
1607271205247678041,0.0659915357828,0.0746976733208,-0.993289113045,-0.0586692988873
1607271205250900983,0.0659824162722,0.0746837928891,-0.993309020996,-0.0583594068885
1607271205256061077,0.0659663900733,0.0746557340026,-0.993330180645,-0.0580529645085
1607271205261487960,0.0659475922585,0.0746087580919,-0.993351578712,-0.0577682331204
1607271205265899896,0.065925039351,0.0745462179184,-0.993373155594,-0.0575030893087
1607271205270973920,0.0659191682935,0.0744630098343,-0.993394911289,-0.057240780443
1607271205281004905,0.0659474879503,0.0744246691465,-0.99340993166,-0.0569963790476
1607271205281366109,0.0659789741039,0.0743288248777,-0.993427872658,-0.0567728169262
1607271205286017894,0.0660261213779,0.0742352381349,-0.993443012238,-0.0565754920244
1607271205295264005,0.0660986304283,0.0741200447083,-0.993458032608,-0.056377902627
1607271205295942068,0.0661626830697,0.0740230828524,-0.993469834328,-0.0562224425375
1607271205300785064,0.0662487372756,0.0739178955555,-0.993480741978,-0.0560648553073
1607271205306049108,0.0663378238678,0.0738163813949,-0.993489563465,-0.0559367015958
1607271205313618898,0.0664156526327,0.0737285614014,-0.993500649929,-0.0557629577816
1607271205315808057,0.0665202885866,0.073623329401,-0.993508279324,-0.0556409060955
1607271205320801973,0.0666275694966,0.0735005959868,-0.993515193462,-0.0555516295135
1607271205328892946,0.0667125359178,0.0733947306871,-0.993522644043,-0.0554568618536
1607271205330795049,0.066814340651,0.0732712075114,-0.993530035019,-0.0553647316992
1607271205336040973,0.0669057369232,0.0731499418616,-0.993537664413,-0.0552781820297
1607271205341617107,0.067020714283,0.0730183944106,-0.993543624878,-0.0552062168717
1607271205360618114,0.067123927176,0.0728523209691,-0.993556022644,-0.0550758466125
1607271205360985040,0.0672482773662,0.072727791965,-0.993558824062,-0.0550384186208
1607271205361134052,0.0673679187894,0.0725998207927,-0.993562459946,-0.0549952685833
1607271205370214939,0.067480802536,0.0724724978209,-0.993565797806,-0.0549651943147
1607271205370621919,0.0675919055939,0.0723583251238,-0.993568241596,-0.0549344345927
1607271205370970010,0.0676943138242,0.0722401663661,-0.993570387363,-0.0549261197448
1607271205380913019,0.0678149908781,0.0721721053123,-0.993566334248,-0.0549395345151
1607271205381927013,0.0679013207555,0.0720737427473,-0.993567883968,-0.0549348555505
1607271205385982990,0.0680034980178,0.0720056295395,-0.993564486504,-0.054958704859
1607271205394258975,0.0681331753731,0.0719458684325,-0.99355918169,-0.0549717694521
1607271205395987987,0.068282969296,0.0719082653522,-0.993551135063,-0.0549809113145
1607271205400829076,0.0684487894177,0.0718611553311,-0.993542015553,-0.0550012737513
1607271205405925035,0.0686146318913,0.071857072413,-0.993529498577,-0.055025421083
1607271205413516998,0.0687802657485,0.0718092694879,-0.993522524834,-0.0550067573786
1607271205415781021,0.0689368471503,0.0718097314239,-0.993510484695,-0.0550279989839
1607271205420865058,0.0690767616034,0.0718218535185,-0.99349874258,-0.0550484843552
1607271205427753925,0.0692005679011,0.0718558058143,-0.993486225605,-0.0550742223859
1607271205430835962,0.0693277791142,0.0718988999724,-0.993473172188,-0.0550937838852
1607271205435962915,0.0694520846009,0.0719372481108,-0.993460655212,-0.055113594979
1607271205440915107,0.0695570260286,0.0719244331121,-0.99345189333,-0.0551548115909
1607271205446988105,0.0696498379111,0.0719762071967,-0.993440687656,-0.0551729127765
1607271205450877904,0.0697312951088,0.0720413923264,-0.993428707123,-0.0552003309131
1607271205456005096,0.06982537359,0.0720874294639,-0.993417143822,-0.0552296675742
1607271205461736917,0.0699372664094,0.0721444711089,-0.993403434753,-0.0552607998252
1607271205465930938,0.070055745542,0.0721913650632,-0.993389248848,-0.055302746594
1607271205470714092,0.0701665580273,0.0722559243441,-0.993374228477,-0.0553475357592
1607271205480025053,0.0702867805958,0.0723047703505,-0.993358790874,-0.0554091222584
1607271205480684995,0.0704277306795,0.0723631009459,-0.993339776993,-0.0554942116141
1607271205485944986,0.070553816855,0.0724040418863,-0.993323624134,-0.0555702485144
1607271205494143009,0.0706654116511,0.0724457576871,-0.993307471275,-0.0556629411876
1607271205495960950,0.0707693696022,0.0724852085114,-0.993290305138,-0.0557863526046
1607271205500742912,0.0708330050111,0.0725242346525,-0.993276774883,-0.0558951795101
1607271205505907058,0.0709122568369,0.0725575387478,-0.993261218071,-0.0560274198651
1607271205514179944,0.0709903538227,0.0725795924664,-0.993247628212,-0.0561399385333
1607271205515754938,0.0710866898298,0.0726069360971,-0.993230998516,-0.0562780573964
1607271205520776033,0.071191817522,0.0726245492697,-0.993214964867,-0.0564051158726
1607271205528197050,0.0713505595922,0.0726289302111,-0.993194699287,-0.0565552897751
1607271205531069993,0.0714704915881,0.0726412981749,-0.993176281452,-0.0567106157541
1607271205535927057,0.071531444788,0.072670429945,-0.993159532547,-0.0568893998861
1607271205540744066,0.0715894699097,0.0727279111743,-0.993140816689,-0.0570692047477
1607271205546787023,0.0715718641877,0.0728586614132,-0.993122160435,-0.0572485476732
1607271205550899028,0.0715900883079,0.0729903206229,-0.993098914623,-0.0574622377753
1607271205555989980,0.0715891048312,0.0731566399336,-0.993073105812,-0.0576974116266
1607271205561633110,0.0715715363622,0.0733526423573,-0.993046164513,-0.0579336434603
1607271205565937995,0.0715469717979,0.073600076139,-0.9930139184,-0.0582028031349
1607271205573890924,0.0715194642544,0.0738869905472,-0.992978215218,-0.0584797859192
1607271205580761909,0.0714962109923,0.0741936415434,-0.992939591408,-0.0587769150734
1607271205581284046,0.0715070664883,0.07447694242,-0.992899417877,-0.0590824633837
1607271205585891962,0.0714252516627,0.0748193413019,-0.992859363556,-0.0594214573503
1607271205594995021,0.0713211148977,0.075173176825,-0.992818117142,-0.0597871802747
1607271205595880031,0.071202211082,0.0755332559347,-0.992777109146,-0.0601554811001
1607271205601190090,0.0710720270872,0.0758765563369,-0.992737531662,-0.0605278834701
1607271205606466054,0.070914581418,0.0762139707804,-0.992697775364,-0.0609402135015
1607271205627468109,0.0707463249564,0.0764676555991,-0.992664158344,-0.0613648071885
1607271205627830028,0.0705325752497,0.0767599418759,-0.992629826069,-0.0617994442582
1607271205627949953,0.0703120306134,0.0770148411393,-0.992596507072,-0.0622663646936
1607271205639089107,0.0700807571411,0.0772618055344,-0.992562294006,-0.0627652928233
1607271205639462947,0.069850884378,0.0774639099836,-0.992529928684,-0.0632817596197
1607271205639583110,0.0696128830314,0.0776458308101,-0.992496788502,-0.0638386756182
1607271205640772104,0.0693487077951,0.0778097808361,-0.992464840412,-0.0644211247563
1607271205647938966,0.069086946547,0.0780206173658,-0.992428421974,-0.065004453063
1607271205650949001,0.0687447786331,0.0781797841191,-0.992397367954,-0.0656467676163
1607271205655992984,0.0683736726642,0.078328371048,-0.992367625237,-0.0663044303656
1607271205661284923,0.0679726973176,0.0784834176302,-0.992337763309,-0.0669767707586
1607271205665977001,0.0675347670913,0.0786673948169,-0.992305219173,-0.0676832720637
1607271205670834064,0.0670452862978,0.0788759663701,-0.992272794247,-0.068398617208
1607271205678827047,0.0665740817785,0.0791561603546,-0.99223035574,-0.0691459029913
1607271205680756092,0.0660093799233,0.0794104114175,-0.992194116116,-0.0699115991592
1607271205685856103,0.065471328795,0.0796739161015,-0.992154181004,-0.0706805586815
1607271205705868005,0.0649440288544,0.0799458548427,-0.992110908031,-0.071462392807
1607271205706310033,0.064470551908,0.080207824707,-0.992063581944,-0.0722509995103
1607271205706438064,0.0640601813793,0.0804504007101,-0.992011845112,-0.0730508640409
1607271205706692934,0.0637062117457,0.0806381851435,-0.991960942745,-0.0738414973021
1607271205724735021,0.0634268447757,0.0806973949075,-0.991915464401,-0.0746243596077
1607271205725096940,0.0631294697523,0.080725543201,-0.991869807243,-0.0754480361938
1607271205725214958,0.0628718435764,0.0806265473366,-0.991832971573,-0.0762489289045
1607271205733072996,0.0626339837909,0.0804202333093,-0.991805195808,-0.0770201981068
1607271205733386039,0.0623784959316,0.0801183581352,-0.991788744926,-0.0777503624558
1607271205735811948,0.0620661117136,0.0797307044268,-0.991780400276,-0.0785020515323
1607271205740871906,0.0616354681551,0.0792443081737,-0.991786241531,-0.0792559757829
1607271205746747016,0.0609238408506,0.078909792006,-0.991790294647,-0.0800854489207
1607271205751063108,0.0602270551026,0.078294955194,-0.991814255714,-0.0809141173959
