%time,field.x,field.y,field.z
1607254255395951986,-8.60132884979,-5.20489549637,1.55565190315
1607254255396277904,-8.60274505615,-5.20510673523,1.5565379858
1607254255401171922,-8.60525417328,-5.20489168167,1.55608510971
1607254255410465002,-8.60778999329,-5.20466566086,1.55564391613
1607254255411178112,-8.61036968231,-5.20443201065,1.55519986153
1607254255416462898,-8.61298370361,-5.20419025421,1.55475890636
1607254255421880006,-8.61563396454,-5.20393896103,1.55432093143
1607254255442739963,-8.61697292328,-5.20456123352,1.55552923679
1607254255443124055,-8.61967754364,-5.20430469513,1.555154562
1607254255443239927,-8.62241840363,-5.20403957367,1.5547901392
1607254255454421997,-8.62519836426,-5.20377445221,1.55444562435
1607254255454796075,-8.62801742554,-5.20349597931,1.55409896374
1607254255454912900,-8.63087463379,-5.20320940018,1.55376029015
1607254255456125020,-8.63377094269,-5.20292377472,1.55343735218
1607254255463329076,-8.63565349579,-5.2039680481,1.55371415615
1607254255466244935,-8.63861465454,-5.20369720459,1.55341720581
1607254255471369981,-8.64160346985,-5.20343494415,1.55314791203
1607254255476567029,-8.64463710785,-5.2031621933,1.55288147926
1607254255481229066,-8.64770889282,-5.20288658142,1.55262768269
1607254255486171960,-8.65080356598,-5.20261859894,1.55239498615
1607254255494045019,-8.65201759338,-5.20330953598,1.55381369591
1607254255496053934,-8.65513038635,-5.20306062698,1.55365848541
1607254255501243114,-8.65827083588,-5.20284128189,1.55348241329
1607254255521327018,-8.66144371033,-5.20261335373,1.55333518982
1607254255521692991,-8.66464710236,-5.20239114761,1.55319571495
1607254255521802902,-8.66788005829,-5.20217561722,1.55306768417
1607254255522058010,-8.67109870911,-5.2020149231,1.55294156075
1607254255540041923,-8.6725320816,-5.20252895355,1.55426776409
1607254255540514945,-8.67577171326,-5.20240068436,1.55419778824
1607254255540693998,-8.67891693115,-5.20231580734,1.55425179005
1607254255548564910,-8.68212795258,-5.20223617554,1.55427324772
1607254255549045085,-8.68533802032,-5.2021780014,1.55432295799
1607254255551099061,-8.68849658966,-5.2021446228,1.55448162556
1607254255556314945,-8.69166660309,-5.20213031769,1.55465531349
1607254255562056064,-8.69277095795,-5.20371055603,1.55455303192
1607254255566484928,-8.69583034515,-5.20380401611,1.55480968952
1607254255571281909,-8.69889068604,-5.20390939713,1.55512797832
1607254255576896905,-8.70194149017,-5.20404052734,1.55549097061
1607254255581218004,-8.70499992371,-5.20421075821,1.55580508709
1607254255586239099,-8.70804023743,-5.20440530777,1.55617249012
1607254255595319032,-8.71076869965,-5.20579433441,1.55740225315
1607254255596221923,-8.7137670517,-5.20606994629,1.5577082634
1607254255601284027,-8.7167596817,-5.2063794136,1.5580470562
1607254255609941959,-8.71974277496,-5.20671701431,1.55838239193
1607254255611291885,-8.72270965576,-5.20708227158,1.5587143898
1607254255616070032,-8.72569084167,-5.20746326447,1.55899202824
1607254255621407032,-8.72865390778,-5.20787525177,1.55928385258
1607254255628721952,-8.72920227051,-5.20931243896,1.56025445461
1607254255631227970,-8.73216819763,-5.20977735519,1.56050920486
1607254255636224985,-8.73509597778,-5.21027612686,1.56076204777
1607254255655955076,-8.73802566528,-5.21079683304,1.56100010872
1607254255656411886,-8.74102115631,-5.21132659912,1.56124317646
1607254255657001018,-8.74400997162,-5.2118806839,1.5614695549
1607254255657254934,-8.74702262878,-5.21245288849,1.56168532372
1607254255671262025,-8.74927520752,-5.21577262878,1.55937993526
1607254255671574115,-8.75239086151,-5.2164273262,1.55952823162
1607254255672168970,-8.75553607941,-5.2170958519,1.55967235565
1607254255679215908,-8.75874710083,-5.21776771545,1.55986428261
1607254255681265115,-8.76199150085,-5.21845340729,1.56003892422
1607254255686144113,-8.7652797699,-5.2191491127,1.5602196455
1607254255694967031,-8.76861763,-5.21983480453,1.56044852734
1607254255695988893,-8.77306461334,-5.22171401978,1.55852138996
1607254255701451063,-8.77652645111,-5.22245693207,1.55867099762
1607254255721180915,-8.7800359726,-5.2232093811,1.55882716179
1607254255721606016,-8.78346824646,-5.22384357452,1.55920612812
1607254255721729040,-8.78702449799,-5.22456789017,1.55946218967
1607254255721973896,-8.79061412811,-5.22529268265,1.55974054337
1607254255735960006,-8.79427146912,-5.22632837296,1.56018197536
1607254255736315965,-8.79794120789,-5.22705364227,1.56051647663
1607254255736560106,-8.8016462326,-5.22777938843,1.56087112427
1607254255747684955,-8.80474376678,-5.22835302353,1.56130743027
1607254255747993946,-8.80829524994,-5.22902011871,1.56172168255
1607254255751351118,-8.81184196472,-5.22967529297,1.56216084957
1607254255756359100,-8.81530952454,-5.23029565811,1.56262409687
1607254255764352083,-8.81729602814,-5.23052978516,1.56483387947
1607254255766305923,-8.82066249847,-5.23110961914,1.56540548801
1607254255771532058,-8.82390880585,-5.23164463043,1.5659788847
1607254255777986049,-8.82716274261,-5.23216962814,1.566583395
1607254255781393051,-8.83037471771,-5.23267126083,1.56720888615
1607254255789216041,-8.83352851868,-5.23314762115,1.56780087948
1607254255796997070,-8.83533668518,-5.23369121552,1.56951284409
1607254255797314882,-8.83835411072,-5.23411989212,1.57014775276
1607254255801407098,-8.84132194519,-5.23452615738,1.57078909874
1607254255811537981,-8.84426116943,-5.23491859436,1.57135725021
1607254255811851978,-8.84714508057,-5.23528289795,1.57196211815
1607254255816384077,-8.84998416901,-5.23562526703,1.57256090641
1607254255821540117,-8.85280799866,-5.23596096039,1.57314038277
1607254255829942941,-8.85302257538,-5.23511838913,1.57777583599
1607254255831234931,-8.85572528839,-5.23539066315,1.57842457294
1607254255836395978,-8.85840606689,-5.23566675186,1.57904458046
1607254255844225883,-8.86104202271,-5.23591756821,1.57966160774
1607254255846266031,-8.86364269257,-5.23615455627,1.58026516438
1607254255851294994,-8.86622524261,-5.23639154434,1.58082318306
1607254255856290102,-8.86876964569,-5.23661327362,1.5813741684
1607254255863991975,-8.86980724335,-5.23669719696,1.58474600315
1607254255866379976,-8.87228965759,-5.23688650131,1.58524847031
1607254255871503114,-8.87473011017,-5.23707199097,1.58574461937
1607254255877650976,-8.87714004517,-5.23724460602,1.58620607853
1607254255881469011,-8.87950992584,-5.23741579056,1.58661937714
1607254255886620998,-8.88185596466,-5.23757171631,1.58700335026
1607254255908773899,-8.88174724579,-5.237865448,1.58839225769
1607254255909178018,-8.88398551941,-5.23801231384,1.58871912956
1607254255909296989,-8.88620948792,-5.23817014694,1.58899879456
1607254255920341968,-8.88840007782,-5.23830842972,1.58924484253
1607254255920759916,-8.89056396484,-5.23844003677,1.58945262432
1607254255920919895,-8.89272594452,-5.23858070374,1.58962643147
1607254255921216964,-8.89485645294,-5.23871231079,1.58976078033
1607254255934626102,-8.89696598053,-5.23884248734,1.58985733986
1607254255935129880,-8.90011501312,-5.24001216888,1.58978521824
1607254255936487913,-8.90226364136,-5.24018192291,1.58980488777
1607254255946065902,-8.90440273285,-5.24035263062,1.58978796005
1607254255946377038,-8.90655899048,-5.24052190781,1.58976066113
1607254255951364040,-8.9086971283,-5.24069309235,1.58968997002
1607254255956269979,-8.91082859039,-5.2408657074,1.58959233761
1607254255961147069,-8.91366863251,-5.24126672745,1.58886289597
1607254255966331958,-8.91582012177,-5.24144506454,1.5886849165
1607254255971972942,-8.91796779633,-5.24162387848,1.58847773075
1607254255976614952,-8.92016792297,-5.24171447754,1.58839714527
1607254255981146097,-8.92232894897,-5.24185705185,1.58819401264
1607254255986387014,-8.92449092865,-5.2419924736,1.58797359467
1607254255994163990,-8.92699813843,-5.24342393875,1.58803784847
1607254255996176004,-8.9291639328,-5.24356079102,1.5878264904
1607254256001487970,-8.93133354187,-5.24369955063,1.58759391308
1607254256021212100,-8.93350505829,-5.24382781982,1.5873490572
1607254256021527051,-8.93569469452,-5.24393844604,1.5870872736
1607254256021862030,-8.9378824234,-5.24403953552,1.58681404591
1607254256022097110,-8.940076828,-5.24412870407,1.5865278244
1607254256039664030,-8.94250869751,-5.24464416504,1.58677923679
1607254256039979934,-8.94474029541,-5.2447142601,1.58645415306
1607254256040216922,-8.94698619843,-5.24476957321,1.58611178398
1607254256046644926,-8.94924163818,-5.24481582642,1.58577132225
1607254256047019004,-8.95150852203,-5.24484872818,1.58541119099
1607254256051342010,-8.953789711,-5.24486970901,1.58503878117
1607254256056166887,-8.95852184296,-5.24495077133,1.58471083641
1607254256061521053,-8.96086597443,-5.24495220184,1.58432757854
1607254256066154003,-8.96322059631,-5.24494075775,1.58393466473
1607254256071597099,-8.96562004089,-5.2449555397,1.58364081383
1607254256076762914,-8.96801376343,-5.24493503571,1.58326721191
1607254256081443071,-8.9704208374,-5.24490499496,1.58289265633
1607254256086524009,-8.97284126282,-5.24486589432,1.58251655102
1607254256109870910,-8.97600078583,-5.24592447281,1.58424842358
1607254256110194921,-8.97844982147,-5.24590492249,1.58395969868
1607254256110434055,-8.98090648651,-5.2458782196,1.58367717266
1607254256122576951,-8.98336410522,-5.24584436417,1.58338606358
1607254256123029947,-8.9858379364,-5.24580192566,1.58310091496
1607254256123155117,-8.98831939697,-5.24575138092,1.58281815052
1607254256123261928,-8.99081325531,-5.24569606781,1.582508564
1607254256132513046,-8.99440574646,-5.24595165253,1.58493673801
1607254256132822036,-8.99695301056,-5.24588727951,1.58466911316
1607254256136393070,-8.99949550629,-5.24582338333,1.58436858654
1607254256155018091,-9.00204944611,-5.24575185776,1.58407342434
1607254256155365943,-9.0046081543,-5.24567556381,1.58376896381
1607254256155981063,-9.00716495514,-5.24559783936,1.58344995975
1607254256157042980,-9.01016235352,-5.24586820602,1.58555197716
1607254256170608997,-9.01273155212,-5.24579572678,1.58527553082
1607254256170990943,-9.0153169632,-5.24570941925,1.5849763155
1607254256171260118,-9.01790142059,-5.24562072754,1.58466088772
1607254256178724050,-9.02049064636,-5.24552631378,1.58433043957
1607254256181463956,-9.02308750153,-5.24542617798,1.58398914337
1607254256189245939,-9.02569293976,-5.24529838562,1.58363556862
1607254256194633960,-9.02945423126,-5.24604892731,1.58462965488
1607254256196151018,-9.03210353851,-5.24593734741,1.58430063725
1607254256201286077,-9.03476715088,-5.24581193924,1.58397328854
1607254256210743904,-9.03743171692,-5.24567890167,1.58362495899
1607254256211604118,-9.04010295868,-5.24553585052,1.58326303959
1607254256216222047,-9.04277610779,-5.24537944794,1.58288359642
1607254256221347093,-9.04545783997,-5.24521350861,1.5824958086
1607254256228703975,-9.04816246033,-5.24582529068,1.58237850666
1607254256231142044,-9.05086517334,-5.24566459656,1.58198702335
1607254256236562967,-9.05356502533,-5.24549245834,1.58157944679
1607254256242114067,-9.05627059937,-5.24531126022,1.58116304874
1607254256246283054,-9.0589838028,-5.24512481689,1.58072900772
1607254256251437902,-9.06170749664,-5.24492788315,1.58028841019
1607254256256242990,-9.06444263458,-5.2447218895,1.57983613014
1607254256262029886,-9.06701087952,-5.24620723724,1.58015155792
1607254256266313076,-9.06978225708,-5.24603223801,1.57969999313
1607254256271450042,-9.07256698608,-5.24584913254,1.57923722267
1607254256276657104,-9.0753660202,-5.24565792084,1.57876193523
1607254256282746076,-9.0781955719,-5.24545383453,1.5782943964
1607254256286300897,-9.08103179932,-5.24524307251,1.57780897617
1607254256294327974,-9.08388233185,-5.24502420425,1.57731854916
1607254256296437978,-9.08741474152,-5.24551868439,1.5771484375
1607254256301316976,-9.09032726288,-5.2452917099,1.57665777206
1607254256321494102,-9.09326076508,-5.24505329132,1.57615947723
1607254256321899890,-9.09623146057,-5.24479961395,1.57564115524
1607254256322062015,-9.09921836853,-5.244535923,1.57511770725
1607254256322387933,-9.10222816467,-5.24425983429,1.5745831728
1607254256334191083,-9.10565185547,-5.24471855164,1.57558012009
1607254256334553956,-9.10874652863,-5.24442720413,1.57504010201
1607254256340460062,-9.11187076569,-5.24412298203,1.5744843483
1607254256343720912,-9.11502075195,-5.24379301071,1.57392644882
1607254256346296072,-9.11819553375,-5.24345254898,1.57335162163
1607254256351389884,-9.12139511108,-5.24309635162,1.57276570797
1607254256356705904,-9.12278938293,-5.24296188354,1.57303214073
1607254256362911939,-9.1259765625,-5.24256229401,1.57248580456
1607254256366305112,-9.12918663025,-5.24214267731,1.57194077969
1607254256371345996,-9.13241863251,-5.24170207977,1.57139694691
1607254256376897096,-9.13566398621,-5.2412481308,1.57087051868
1607254256381444931,-9.13893699646,-5.24077033997,1.57034015656
1607254256386549949,-9.14223384857,-5.24027252197,1.5698132515
1607254256393899917,-9.14297008514,-5.23983573914,1.57123696804
1607254256396337985,-9.14625358582,-5.23930931091,1.5707706213
1607254256401297092,-9.149559021,-5.23876476288,1.57031106949
1607254256409769058,-9.15287685394,-5.2381978035,1.56988489628
1607254256411478042,-9.15621948242,-5.23761415482,1.56945610046
1607254256416553974,-9.15958023071,-5.23701238632,1.569039464
1607254256421444892,-9.16293334961,-5.23639583588,1.56865203381
1607254256428100109,-9.16600799561,-5.23577308655,1.57003188133
1607254256431313991,-9.1693983078,-5.23511362076,1.56970775127
1607254256436450958,-9.17280578613,-5.23446464539,1.56934058666
1607254256442040920,-9.17622756958,-5.23378801346,1.56900763512
1607254256446593999,-9.17967033386,-5.23309707642,1.56867861748
1607254256451725959,-9.18311882019,-5.23240804672,1.56834256649
1607254256456614971,-9.18708515167,-5.23278427124,1.56958770752
1607254256462785005,-9.19056797028,-5.23210954666,1.56929969788
1607254256466341018,-9.19406318665,-5.23142623901,1.569008708
1607254256471534013,-9.19745635986,-5.23069810867,1.56888604164
1607254256476758003,-9.20090389252,-5.22997760773,1.56869506836
1607254256481472969,-9.20434379578,-5.2292432785,1.56853163242
1607254256486591100,-9.20772266388,-5.2284989357,1.56846725941
1607254256495830059,-9.21041107178,-5.22942113876,1.56799006462
1607254256496810913,-9.21370983124,-5.22869157791,1.56801331043
1607254256501559972,-9.21701145172,-5.22799634933,1.56805717945
1607254256510119915,-9.22028446198,-5.22727060318,1.56815111637
1607254256511609077,-9.22354125977,-5.22653961182,1.56828343868
1607254256516437053,-9.22677898407,-5.22580766678,1.56842470169
1607254256521347999,-9.23000144958,-5.22506999969,1.56861102581
1607254256529145002,-9.23278903961,-5.22466802597,1.56930446625
1607254256531393051,-9.23595046997,-5.22391700745,1.56952238083
1607254256536484956,-9.23910427094,-5.22316837311,1.56977939606
1607254256543092012,-9.24223709106,-5.22241210938,1.57006168365
1607254256546677112,-9.24533653259,-5.22164154053,1.57036304474
1607254256551475048,-9.24841976166,-5.22086429596,1.57069301605
1607254256556967973,-9.25024223328,-5.21975946426,1.57078754902
1607254256562300920,-9.25323486328,-5.21894884109,1.57115805149
1607254256567718982,-9.2562122345,-5.21814393997,1.57154262066
1607254256571398019,-9.25916481018,-5.21732330322,1.57196044922
1607254256577121973,-9.2620973587,-5.21649599075,1.57240533829
1607254256581260919,-9.26501941681,-5.21567392349,1.57285928726
1607254256594979047,-9.26791763306,-5.21484279633,1.57334065437
1607254256595352888,-9.27079582214,-5.21400785446,1.57384288311
1607254256598712921,-9.27526187897,-5.21465349197,1.57257628441
1607254256601586103,-9.27814006805,-5.2138671875,1.57303833961
1607254256609622001,-9.28100395203,-5.2130818367,1.57351255417
1607254256611381053,-9.28386688232,-5.21230840683,1.57397818565
1607254256616417884,-9.28671073914,-5.2115354538,1.57446169853
1607254256621388912,-9.28954315186,-5.2107667923,1.57495260239
1607254256628422975,-9.29198646545,-5.21153020859,1.57678818703
1607254256631239891,-9.29480457306,-5.21082019806,1.5773024559
1607254256636594057,-9.29761886597,-5.2101149559,1.57781922817
1607254256643331050,-9.30042362213,-5.20942020416,1.57831525803
1607254256646447896,-9.30321502686,-5.20873212814,1.57881557941
1607254256651376008,-9.30599498749,-5.20805215836,1.57931041718
1607254256656513929,-9.3087644577,-5.2073802948,1.57980179787
1607254256662586927,-9.31247234344,-5.20683002472,1.58335566521
1607254256666805028,-9.31523704529,-5.20617961884,1.58388745785
1607254256671581029,-9.31798744202,-5.20553731918,1.58441019058
1607254256677405118,-9.32070064545,-5.20492267609,1.58491778374
1607254256681524038,-9.32341384888,-5.20430755615,1.58541274071
1607254256686410903,-9.32611179352,-5.20370340347,1.58589434624
1607254256695713996,-9.32795810699,-5.20416116714,1.5882730484
1607254256696706056,-9.33058261871,-5.20361757278,1.58878982067
1607254256701395988,-9.33318710327,-5.20308876038,1.58929753304
1607254256710041046,-9.33575057983,-5.20258951187,1.58980166912
1607254256711411952,-9.3383026123,-5.20209980011,1.59029471874
1607254256716434001,-9.34082984924,-5.20162725449,1.59078156948
1607254256721532106,-9.34334278107,-5.2011680603,1.59123158455
1607254256729228019,-9.34696960449,-5.20022296906,1.59262263775
1607254256731348991,-9.34946632385,-5.19977521896,1.59305787086
1607254256736464023,-9.35194301605,-5.19934415817,1.5934804678
1607254256743896961,-9.35438251495,-5.19890975952,1.59384250641
1607254256746525049,-9.35680484772,-5.19850111008,1.59420514107
1607254256751602888,-9.35920238495,-5.19810581207,1.59454238415
1607254256756604909,-9.36349964142,-5.19848155975,1.59447479248
1607254256762375116,-9.36585617065,-5.19810533524,1.59473288059
1607254256766402006,-9.36818695068,-5.19773721695,1.59496200085
1607254256771461009,-9.37050533295,-5.19737386703,1.59515953064
1607254256777470111,-9.37279319763,-5.19702100754,1.59533178806
1607254256781485080,-9.37505722046,-5.19667673111,1.59547495842
1607254256786557912,-9.37731552124,-5.19633293152,1.59559559822
1607254256794874906,-9.3804063797,-5.19660711288,1.59569466114
1607254256796291112,-9.38263988495,-5.1962890625,1.5957672596
1607254256801491022,-9.38486099243,-5.19594764709,1.59586966038
1607254256809504985,-9.38705539703,-5.19562244415,1.59592747688
1607254256811774969,-9.3892288208,-5.19529867172,1.59596931934
1607254256816756010,-9.39140224457,-5.1949634552,1.59601247311
1607254256821419000,-9.3935546875,-5.1946310997,1.59603714943
1607254256828501939,-9.39406871796,-5.19449520111,1.59482717514
1607254256831286907,-9.3961648941,-5.19414758682,1.59479057789
1607254256836347103,-9.39825153351,-5.19379901886,1.59473848343
1607254256843350887,-9.40032482147,-5.19344758987,1.59467887878
1607254256846595048,-9.40238380432,-5.1930937767,1.59460949898
1607254256851474046,-9.40445995331,-5.19273757935,1.59449493885
1607254256856412887,-9.40645027161,-5.19313764572,1.59574782848
1607254256862447977,-9.40851306915,-5.19278860092,1.5956004858
1607254256866534948,-9.41058635712,-5.19241523743,1.59541296959
1607254256871433973,-9.41265010834,-5.19204759598,1.59520995617
1607254256877017021,-9.41471195221,-5.19167327881,1.59498071671
1607254256881715059,-9.41676139832,-5.19129610062,1.59473502636
1607254256886462926,-9.41881084442,-5.19091176987,1.59446179867
1607254256894913911,-9.42085552216,-5.19052267075,1.59416759014
1607254256896673917,-9.42462539673,-5.19143819809,1.59551334381
1607254256901599884,-9.42669868469,-5.19106721878,1.59523379803
1607254256910078048,-9.42876815796,-5.19069004059,1.59493088722
1607254256911462068,-9.43083190918,-5.1903090477,1.59461009502
1607254256916713953,-9.4328918457,-5.1899228096,1.59427213669
1607254256921658039,-9.4349489212,-5.18953227997,1.59391844273
1607254256930210113,-9.4386844635,-5.18847131729,1.59410858154
1607254256931458950,-9.44077301025,-5.18803834915,1.59375238419
1607254256936434030,-9.44285011292,-5.1876039505,1.59338104725
1607254256944103956,-9.4449262619,-5.18716430664,1.59299492836
1607254256946382999,-9.44700908661,-5.18671751022,1.59260332584
1607254256951673030,-9.44908618927,-5.18626594543,1.59219479561
1607254256956567049,-9.45116043091,-5.1858086586,1.59177589417
1607254256962903976,-9.45354747772,-5.18664264679,1.5906919241
1607254256966775894,-9.45561599731,-5.18620443344,1.59023225307
1607254256971561908,-9.45768356323,-5.18576145172,1.58976244926
1607254256978097915,-9.45974445343,-5.18531751633,1.58931005001
1607254256981437921,-9.46180725098,-5.18486833572,1.58884203434
1607254256988784074,-9.46386814117,-5.18441581726,1.5883705616
1607254256995877027,-9.46979999542,-5.18538475037,1.58910095692
1607254256996598958,-9.47196388245,-5.18496751785,1.58869433403
1607254257001287937,-9.47413063049,-5.18454933167,1.58828854561
1607254257010190963,-9.47631168365,-5.18414258957,1.58786094189
1607254257011142015,-9.47849369049,-5.18373060226,1.58744430542
1607254257016175985,-9.48068332672,-5.18331956863,1.58702552319
1607254257021203041,-9.48287773132,-5.18291044235,1.58660459518
1607254257029730081,-9.48627090454,-5.18397712708,1.58593201637
1607254257031172990,-9.488489151,-5.1836271286,1.58550822735
1607254257036264896,-9.49071407318,-5.1832818985,1.58508610725
1607254257043632030,-9.49295520782,-5.18291854858,1.58467257023
1607254257046257019,-9.49519443512,-5.18256855011,1.58424675465
1607254257051275014,-9.49743938446,-5.18221950531,1.58381915092
1607254257056271076,-9.49952125549,-5.18298578262,1.5840228796
1607254257062185049,-9.50177574158,-5.18265533447,1.58360135555
1607254257066335916,-9.50403690338,-5.18232393265,1.58318126202
1607254257071348905,-9.50632095337,-5.18198919296,1.58274567127
1607254257077737092,-9.50860500336,-5.18165493011,1.58231723309
1607254257081341028,-9.51089954376,-5.18131971359,1.58188736439
1607254257086426973,-9.51320743561,-5.18097686768,1.58143639565
1607254257097311973,-9.51268291473,-5.18090200424,1.58362996578
1607254257097625970,-9.5149230957,-5.18054962158,1.58320593834
1607254257101492881,-9.51718425751,-5.18019485474,1.58275973797
1607254257110632896,-9.51945304871,-5.17983722687,1.58230829239
1607254257111711978,-9.52173709869,-5.1794757843,1.58184564114
1607254257116611957,-9.52403736115,-5.17911100388,1.58137142658
1607254257121521949,-9.52634525299,-5.17875623703,1.58086931705
1607254257130114078,-9.52848052979,-5.1795501709,1.5814756155
1607254257131453990,-9.53081035614,-5.17921733856,1.58097088337
1607254257136724948,-9.53317070007,-5.17889165878,1.58042216301
1607254257144442081,-9.53554153442,-5.17856168747,1.57987320423
1607254257146733045,-9.53792953491,-5.17823266983,1.57930588722
1607254257151484012,-9.54034137726,-5.17790603638,1.57872521877
1607254257156755924,-9.54563045502,-5.17898368835,1.58048772812
1607254257162765026,-9.54816436768,-5.17869520187,1.5799497366
1607254257166665077,-9.5507068634,-5.1784157753,1.57941353321
1607254257171652078,-9.55327701569,-5.1781334877,1.57885527611
1607254257178013086,-9.5558681488,-5.17785310745,1.57828569412
1607254257181548118,-9.5584821701,-5.17757844925,1.57771015167
1607254257186626911,-9.5611114502,-5.17730569839,1.57711923122
1607254257197377920,-9.56324672699,-5.17697954178,1.57918548584
